Live Chat ID,Channel ID,Live Chat Create Timestamp,Price,Video ID,Live Chat Text
Ugx7uJQeT2fAaPKqdO54AaABDqgBj93_iAI,UCoLLImdYHLkxLRaADPPqTXQ,2023-10-04T15:29:50.968767+00:00,0,ijwOHgAmZ7g,"{""text"":""abc""}"





